#       step         max_devi_v         min_devi_v         avg_devi_v         max_devi_f         min_devi_f         avg_devi_f
      115000       1.394126e-02       1.150382e-03       7.316506e-03       6.545522e-02       1.930944e-02       3.879158e-02
      116000       1.371561e-02       1.425505e-03       7.138345e-03       8.314430e-02       1.277368e-02       4.022306e-02
      117000       1.550117e-02       1.435307e-03       7.184784e-03       8.384839e-02       1.114283e-02       4.650894e-02
      118000       1.306649e-02       3.251210e-03       7.887700e-03       1.160188e-01       1.861673e-02       4.686637e-02
      119000       3.218120e-03       8.107556e-04       1.867565e-03       7.385157e-02       1.692469e-02       3.408574e-02
      120000       1.333076e-02       1.224386e-03       7.549738e-03       9.838559e-02       1.628134e-02       4.135727e-02
      121000       1.027638e-02       1.815585e-03       5.893954e-03       1.329333e-01       1.383621e-02       4.460170e-02
      122000       8.253136e-03       1.175378e-03       4.995500e-03       9.073174e-02       1.270348e-02       4.033734e-02
      123000       1.127311e-02       5.127875e-04       5.941515e-03       7.290854e-02       1.254041e-02       3.734409e-02
      124000       1.349300e-02       7.721895e-04       7.856973e-03       6.732428e-02       1.921332e-02       3.846749e-02
      125000       1.400042e-02       2.272869e-03       7.512814e-03       6.312261e-02       2.188575e-02       3.385834e-02
      126000       9.726221e-03       2.584734e-03       5.376881e-03       7.122284e-02       1.927265e-02       4.079883e-02
      127000       8.270956e-03       2.460668e-03       5.109684e-03       5.977294e-02       1.318255e-02       3.402097e-02
      128000       9.369541e-03       1.492498e-03       4.925560e-03       7.459489e-02       1.323381e-02       4.060635e-02
      129000       1.530914e-02       2.860230e-03       7.948905e-03       1.010792e-01       1.822677e-02       4.631538e-02
      130000       1.258393e-02       1.515950e-03       6.092989e-03       8.299084e-02       1.990201e-02       3.825069e-02
      131000       1.617395e-02       1.549695e-03       7.691984e-03       9.714084e-02       1.723324e-02       4.124387e-02
      132000       8.091309e-03       1.354865e-03       4.856355e-03       1.186099e-01       2.012334e-02       4.671380e-02
      133000       1.010851e-02       1.903066e-03       5.586795e-03       1.316771e-01       2.236417e-02       4.704453e-02
      134000       1.308794e-02       2.018734e-03       6.328644e-03       7.584367e-02       1.609522e-02       3.888604e-02
      135000       1.243645e-02       1.708162e-03       6.794196e-03       1.474080e-01       1.493850e-02       4.546272e-02
      136000       1.037943e-02       1.634799e-03       4.851359e-03       1.099646e-01       1.340009e-02       3.729563e-02
      137000       7.287760e-03       1.731812e-03       4.352855e-03       1.152371e-01       1.743607e-02       4.079601e-02
      138000       1.219551e-02       1.739161e-03       6.527916e-03       7.852503e-02       1.653977e-02       3.847241e-02
      139000       1.450802e-02       1.724133e-03       7.322339e-03       2.692934e-01       2.692407e-02       4.940202e-02
      140000       1.557536e-02       2.304963e-03       7.393274e-03       1.338275e-01       2.046236e-02       4.604798e-02
      141000       2.278969e-02       1.677488e-03       1.007201e-02       9.485121e-02       1.766015e-02       4.571500e-02
      142000       7.949783e-03       8.002841e-04       4.450509e-03       7.590295e-02       1.328235e-02       3.827377e-02
      143000       9.098162e-03       1.006892e-03       4.286954e-03       5.931312e-02       1.590776e-02       3.580694e-02
      144000       5.530613e-03       1.604852e-03       3.742887e-03       1.168296e-01       1.735379e-02       4.234694e-02
      145000       8.957547e-03       1.385109e-03       4.300528e-03       6.964428e-02       1.651557e-02       3.666547e-02
      146000       8.356464e-03       8.777538e-04       5.149847e-03       1.209150e-01       1.163385e-02       3.951209e-02
      147000       1.619853e-02       2.520830e-03       8.914564e-03       8.203120e-02       2.333062e-02       4.705924e-02
      148000       7.092579e-03       1.896269e-03       4.046405e-03       1.315774e-01       1.329318e-02       3.761459e-02
      149000       8.337337e-03       1.323267e-03       4.450982e-03       1.380016e-01       1.743689e-02       3.831535e-02
      150000       9.940947e-03       3.012957e-03       5.229595e-03       8.577356e-02       1.976780e-02       4.038711e-02
      151000       5.686639e-03       1.957299e-03       4.083429e-03       7.514555e-02       1.427497e-02       4.010299e-02
      152000       7.324198e-03       2.114858e-03       4.950546e-03       1.149534e-01       1.821220e-02       4.203113e-02
      153000       9.945850e-03       8.173865e-04       6.009282e-03       1.085428e-01       2.320169e-02       4.523187e-02
      154000       1.784254e-02       2.232670e-03       9.713502e-03       1.198455e-01       1.526804e-02       4.181819e-02
      155000       8.402740e-03       2.674044e-03       5.365649e-03       7.631308e-02       1.999758e-02       3.943373e-02
      156000       5.270621e-03       2.114132e-03       3.173722e-03       5.720866e-02       1.131798e-02       3.211957e-02
      157000       1.166980e-02       1.247835e-03       6.489886e-03       6.434244e-02       1.529625e-02       3.649455e-02
      158000       1.108417e-02       2.131575e-03       6.778506e-03       8.692928e-02       1.127440e-02       3.693415e-02
      159000       1.365420e-02       2.131771e-03       6.670730e-03       6.438085e-02       1.781640e-02       3.385367e-02
      160000       1.105418e-02       2.566529e-03       6.585832e-03       5.558131e-02       1.564386e-02       3.403004e-02
      161000       6.602544e-03       7.499006e-04       3.086654e-03       6.262483e-02       1.551207e-02       3.742892e-02
      162000       1.340315e-02       1.843625e-03       5.419056e-03       6.811356e-02       1.780285e-02       3.769346e-02
      163000       2.787042e-02       1.630961e-03       1.397021e-02       7.966504e-02       1.704612e-02       4.245243e-02
      164000       1.362034e-02       2.582937e-03       7.131735e-03       1.249947e-01       1.388997e-02       4.436264e-02
      165000       2.151493e-02       1.142883e-03       1.122793e-02       7.460018e-02       1.779970e-02       3.978408e-02
      166000       1.378105e-02       2.236449e-03       7.702540e-03       7.086355e-02       1.549267e-02       3.884445e-02
      167000       1.483329e-02       2.529836e-03       8.045577e-03       7.359184e-02       1.551631e-02       3.696741e-02
      168000       1.585672e-02       1.523200e-03       8.066965e-03       8.062064e-02       1.499325e-02       3.976591e-02
      169000       1.120738e-02       1.365025e-03       5.732599e-03       6.241970e-02       1.712984e-02       3.742430e-02
      170000       1.221931e-02       1.037987e-03       6.337244e-03       9.527648e-02       1.965254e-02       4.379627e-02
      171000       1.434930e-02       2.994637e-03       8.332799e-03       7.348654e-02       2.079017e-02       3.970060e-02
      172000       7.749515e-03       1.677466e-03       4.311070e-03       6.513352e-02       1.257295e-02       3.475150e-02
      173000       1.809477e-02       2.362084e-03       9.664319e-03       8.075509e-02       2.107023e-02       3.895840e-02
      174000       1.412288e-02       1.635497e-03       7.522843e-03       6.336536e-02       1.559775e-02       3.553274e-02
      175000       1.060541e-02       2.960297e-03       5.085034e-03       7.500390e-02       1.425140e-02       3.597566e-02
      176000       8.819349e-03       1.523483e-03       5.142702e-03       5.512432e-02       1.143545e-02       3.390909e-02
      177000       1.363306e-02       1.358476e-03       7.284613e-03       1.095512e-01       1.393611e-02       3.820620e-02
      178000       1.688504e-02       4.577506e-04       8.238653e-03       9.129084e-02       1.816217e-02       3.928717e-02
      179000       1.425272e-02       4.419322e-04       7.459750e-03       8.207893e-02       1.802623e-02       3.998783e-02
      180000       1.098742e-02       2.336929e-03       6.136668e-03       8.281138e-02       1.021310e-02       3.883793e-02
      181000       9.111174e-03       5.126475e-04       4.615196e-03       7.155284e-02       1.800530e-02       3.621077e-02
      182000       4.250921e-03       1.396270e-03       3.227937e-03       7.429396e-02       1.735086e-02       3.696761e-02
      183000       1.594475e-02       2.396131e-03       9.906719e-03       1.726277e-01       2.602731e-02       5.015583e-02
      184000       6.878713e-03       1.835320e-03       4.047243e-03       6.036104e-02       1.555603e-02       3.394771e-02
      185000       7.073693e-03       8.583155e-04       4.138220e-03       5.688100e-02       1.385787e-02       3.475021e-02
      186000       1.033060e-02       2.078504e-03       5.935883e-03       9.491711e-02       1.543252e-02       3.917079e-02
      187000       1.950331e-02       1.882424e-03       1.032951e-02       6.126223e-02       1.818207e-02       3.758238e-02
      188000       1.324260e-02       6.618315e-04       7.178952e-03       1.064523e-01       1.743633e-02       4.646291e-02
      189000       1.549719e-02       2.173102e-03       8.334826e-03       7.981460e-02       1.788045e-02       3.573793e-02
      190000       1.258244e-02       1.612375e-03       7.245105e-03       7.612196e-02       1.925979e-02       3.795963e-02
      191000       1.419896e-02       2.053660e-03       7.646154e-03       7.628733e-02       1.662193e-02       3.714769e-02
      192000       1.139632e-02       1.386800e-03       5.959345e-03       7.202330e-02       1.649801e-02       3.713891e-02
      193000       1.392924e-02       1.503451e-03       7.293746e-03       9.308939e-02       1.571270e-02       4.386477e-02
      194000       6.780862e-03       1.413391e-03       3.997640e-03       6.928054e-02       1.705811e-02       3.489353e-02
      195000       7.649869e-03       2.516845e-03       4.491274e-03       8.304694e-02       1.769341e-02       3.866314e-02
      196000       1.119160e-02       2.006526e-03       6.029672e-03       1.263578e-01       2.298526e-02       4.633608e-02
      197000       7.181903e-03       1.203734e-03       4.420272e-03       7.199107e-02       1.600634e-02       3.630260e-02
      198000       1.698197e-02       1.328267e-03       9.319657e-03       6.830228e-02       1.733891e-02       3.769205e-02
      199000       1.127316e-02       1.775913e-03       6.591417e-03       8.684681e-02       1.651072e-02       3.793591e-02
      200000       8.764727e-03       6.613648e-04       4.211959e-03       7.953117e-02       1.988148e-02       4.237776e-02
      201000       7.070249e-03       8.560988e-04       3.381403e-03       6.699993e-02       1.753927e-02       3.676432e-02
      202000       7.968827e-03       1.572581e-03       4.456561e-03       6.719711e-02       1.646995e-02       3.668907e-02
      203000       1.534917e-02       1.904045e-03       7.551890e-03       1.270645e-01       1.842780e-02       4.070424e-02
      204000       1.567761e-02       2.393827e-03       8.599262e-03       8.900185e-02       1.632615e-02       4.032125e-02
      205000       2.949618e-02       2.777609e-03       1.485383e-02       1.398205e-01       1.667092e-02       5.257805e-02
      206000       1.019549e-02       2.607954e-03       5.346910e-03       7.924592e-02       1.871173e-02       3.853791e-02
      207000       1.046598e-02       9.919254e-04       5.727126e-03       1.310941e-01       1.873977e-02       4.488008e-02
      208000       1.080467e-02       1.435726e-03       5.529481e-03       7.786681e-02       1.532709e-02       3.734527e-02
